job158	827	5	48993230703	307462394566	3264258876	inputPath104		
job159	827	0	26784624703	247683222725	3256375410	inputPath105		
job160	828	1	24424428629	205102221732	1695854127	inputPath106		
job161	828	0	42597868630	443818156961	3354177	inputPath107		
job162	828	0	36472405678	403625494248	46617213267	inputPath108		
job163	832	4	2301886431	614443	116727	inputPath109		
job164	832	0	364145968	0	3252	inputPath108		
job165	836	4	869689	0	96292686875	inputPath110		
job166	843	7	1	49	0	inputPath21		
job167	852	9	28947009378	6996	246	inputPath13		
job168	853	1	394705	0	21185	inputPath43		
job169	853	0	56188238	0	33239693	inputPath111		
job170	854	1	723412689	507293916	593	inputPath112		
job171	859	5	479865477	60543516	2244738	inputPath113		
job172	864	5	729598430	814711814	310384159	inputPath114		
job173	865	1	4233153	37	244	inputPath23		
job174	870	5	53963890118	3295311617	1573152205	inputPath115		
job175	872	2	104433138	0	3999325	inputPath9		
job176	877	5	186892861170	0	744886	inputPath42		
job177	906	29	2307	0	2786	inputPath116		
job178	913	7	264571500121	12048389728	95129603	inputPath117		
job179	922	9	10909108433	17121705063	12145812748	inputPath118		
job180	922	0	2977	3478	1896	inputPath119		
job181	930	8	864139594519	1071567547094	174886	inputPath120		
job182	940	10	116918	0	1451619	inputPath121		
job183	941	1	1	49	0	inputPath21		
job184	945	4	132	0	144	inputPath122		
job185	945	0	464031736	418693088	510592761	inputPath123		
job186	972	27	834	0	7522	inputPath124		
job187	986	14	144	0	191	inputPath125		
job188	988	2	2087	0	18149	inputPath126		
job189	1019	31	28947009378	7029	245	inputPath13		
job190	1023	4	1535251051	0	89289586	inputPath127		
job191	1024	1	82019840	0	81475573	inputPath128		
job192	1038	14	221240916	595664122	213371691	inputPath129		
job193	1052	14	972930039285	0	860368912607	inputPath130		
job194	1060	8	148	0	73657535	inputPath131		
job195	1067	7	4039	1211	36775662989	inputPath132		
job196	1068	1	251572	0	103273858423	inputPath34		
job197	1069	1	488515064	1237586284	708827289	inputPath133		
job198	1074	5	486180979	601625424	525347885	inputPath134		
job199	1084	10	1	49	0	inputPath21		
job200	1089	5	77579266	0	81479010	inputPath135		
job201	1102	13	73657535	0	47562598	inputPath136		
job202	1104	2	174382	33160	479	inputPath137		
job203	1107	3	6569760463	0	9226	inputPath47		
job204	1111	4	4233153	33	244	inputPath23		
job205	1126	15	157333	24039	472	inputPath138		
job206	1147	21	1313807	0	49973	inputPath44		
job207	1149	2	27446	0	1954	inputPath7		
job208	1150	1	179072	0	10134	inputPath43		
job209	1152	2	47841322	0	2054218	inputPath9		
job210	1165	13	119609735763	26319811535	198118618	inputPath82		
job211	1174	9	20878071990	49821962708	910308926	inputPath139		
job212	1181	7	81479201	14419173	4083230	inputPath140		
job213	1181	0	81479201	40385648	6758908	inputPath139		
job214	1182	1	1	49	0	inputPath21		
job215	1182	0	81479201	24441365	1494693	inputPath139		
job216	1182	0	81479201	25624862	5782822	inputPath139		
job217	1182	0	81479201	31377920	6662446	inputPath139		
job218	1183	1	81479201	20848560	5116927	inputPath139		
job219	1186	3	211438606982	278419921080	157823	inputPath141		
job220	1196	10	86400427193	0	52165200511	inputPath142		
job221	1197	1	2704805770	1123641201	238773881	inputPath143		
job222	1201	4	2704805770	1123626082	238771339	inputPath142		
job223	1201	0	145	0	1371013	inputPath144		
job224	1202	1	86400427193	0	83862430538	inputPath141		
job225	1206	4	28947009378	6996	245	inputPath13		
job226	1219	13	186892861170	0	93996440	inputPath42		
job227	1233	14	44535372	208641722	70317701	inputPath145		
job228	1235	2	1371013	0	818722	inputPath146		
job229	1255	20	61438536432	160563353397	141263	inputPath147		
job230	1281	26	932137282489	1417719306523	13467908063	inputPath148		
job231	1284	3	302	0	382	inputPath149		
job232	1285	1	302	0	382	inputPath150		
job233	1295	10	302	0	382	inputPath151		
job234	1298	3	302	0	382	inputPath152		
job235	1308	10	186892861170	0	299501	inputPath42		
job236	1323	15	1	49	0	inputPath21		
job237	1326	3	29900634	36343091	21683311	inputPath153		
job238	1334	8	28947009378	6996	245	inputPath13		
job239	1347	13	4233153	37	244	inputPath23		
job240	1351	4	486180979	558676237	493732764	inputPath133		
job241	1356	5	8356423269	0	8382399325	inputPath154		
job242	1365	9	302	0	382	inputPath155		
job243	1369	4	818300974	640768999	89430555	inputPath156		
job244	1383	14	1104815736440	13214564546	67654	inputPath157		
job245	1391	8	22255	3512	407	inputPath158		
job246	1405	14	35920	2706	29	inputPath159		
job247	1420	15	1	49	0	inputPath21		
job248	1422	2	13875268	15272680	1236394	inputPath69		
job249	1422	0	32822367798	35725773567	23255	inputPath160		
job250	1423	1	69622500	0	103104305	inputPath161		
job251	1423	0	13458521	13287665	392047	inputPath69		
job252	1437	14	960	1536	32512	inputPath162		
job253	1444	7	56147	3895	29	inputPath163		
job254	1446	2	65697	4232	29	inputPath164		
job255	1448	2	6569760463	0	9487	inputPath47		
job256	1449	1	305559	0	16975	inputPath43		
job257	1452	3	13328840014	3806506501	337753088	inputPath165		
job258	1452	0	1644720	0	74889	inputPath44		
job259	1457	5	1982532331	0	388214862	inputPath77		
job260	1458	1	62321695680	0	3822387976	inputPath166		
job261	1460	2	1994702993	14858260	8636343	inputPath167		
job262	1462	2	79809804	0	3278576	inputPath9		
job263	1464	2	1919823473	7345266	1190867	inputPath168		
job264	1464	0	6750769	0	1528	inputPath169		
job265	1465	1	1919823473	18949430	2898448	inputPath167		
job266	1465	0	41281302	49428122	204102	inputPath170		
job267	1465	0	41544189	52438207	866770	inputPath169		
job268	1466	1	211282344	0	308751220	inputPath171		
job269	1476	10	11852529675	6865089255	41005	inputPath172		
job270	1482	6	3056	0	191	inputPath173		
job271	1500	18	104716861	0	71197160	inputPath174		
job272	1502	2	16725559441	0	4124531	inputPath175		
job273	1503	1	28947009378	7207	247	inputPath13		
job274	1503	0	1994702993	15087906	8636343	inputPath166		
job275	1505	2	35926229	0	61940	inputPath176		
job276	1507	2	341129	330480	99627	inputPath177		
job277	1508	1	1109923080	12819500	9846661	inputPath178		
job278	1510	2	1419682049	3836991447	2407054227	inputPath179		
job279	1511	1	1981888518	0	319733603	inputPath77		
job280	1512	1	0	0	32512	inputPath180		
job281	1513	1	13328840014	3805348908	337753088	inputPath164		
job282	1514	1	122332860631	47221899872	6193253	inputPath181		
job283	1519	5	6211	1946	59861115127	inputPath182		
job284	1520	1	105	0	51046	inputPath183		
job285	1522	2	7946945578	0	1765219	inputPath184		
job286	1524	2	0	0	32512	inputPath185		
job287	1527	3	16697913	334370	142164	inputPath186		
job288	1530	3	2873230019	5357297983	2740651386	inputPath187		
job289	1530	0	8066	6977	34758	inputPath188		
job290	1532	2	61438536432	160525625356	81137	inputPath146		
job291	1534	2	0	0	32512	inputPath189		
job292	1536	2	198659232178	390712330	6541027	inputPath190		
job293	1538	2	2462502975	159261141	61014318	inputPath191		
job294	1542	4	1381	474	522	inputPath192		
job295	1546	4	51046	0	42566	inputPath193		
job296	1550	4	1428679566	3028130600	1986793024	inputPath194		
job297	1566	16	1	49	0	inputPath21		
job298	1571	5	98323447	48606087	6885794	inputPath195		
job299	1580	9	99818	0	1712875	inputPath196		
job300	1584	4	8565608	0	1742303	inputPath197		
job301	1584	0	1095858	0	68974573	inputPath198		
job302	1584	0	186892861170	0	77524052	inputPath42		
job303	1588	4	567790	859662	224586	inputPath199		
job304	1589	1	4233153	37	244	inputPath23		
job305	1603	14	70074185720	39060479191	17798	inputPath200		
job306	1605	2	142355	0	1813161	inputPath201		
job307	1610	5	868886720	2577766	258040	inputPath202		
job308	1612	2	1765519	622	557	inputPath203		
job309	1613	1	116912779	75745	26779	inputPath201		
job310	1615	2	28947009378	59895909	245	inputPath13		
job311	1616	1	3205639189	848122681	31791761	inputPath204		
job312	1619	3	1853748766	7426824810	4737197537	inputPath205		
job313	1620	1	8435983532	0	19347445940	inputPath206		
job314	1630	10	842161612	50915943	1172	inputPath207		
job315	1630	0	175910044	0	213857580	inputPath208		
job316	1631	1	1509163	0	1736090	inputPath209		
job317	1634	3	2245006	3795338	1090447	inputPath210		
job318	1647	13	4338518467	3158289180	45075	inputPath79		
job319	1648	1	4338518467	3166081846	45606	inputPath79		
job320	1648	0	1041458651	537746994	27418	inputPath78		
job321	1649	1	1853746378	7415106063	4737197537	inputPath211		
job322	1661	12	1	49	0	inputPath21		
job323	1664	3	0	0	32512	inputPath212		
job324	1665	1	0	0	32512	inputPath213		
job325	1670	5	0	0	32512	inputPath214		
job326	1671	1	0	0	32512	inputPath215		
job327	1672	1	1593	2419	33095	inputPath216		
job328	1682	10	1982527414	1816901565	60658	inputPath77		
job329	1687	5	4152993219	16576463146	8403312899	inputPath217		
job330	1693	6	764	1588	32644	inputPath218		
job331	1693	0	72037	38164	45244	inputPath219		
job332	1693	0	742614589	605711513	5217	inputPath220		
job333	1694	1	335031289	107773925	31877	inputPath221		
job334	1696	2	7340	3333	33915	inputPath222		
job335	1700	4	0	0	32512	inputPath223		
job336	1703	3	671900140	1334104448	194621036	inputPath224		
job337	1704	1	3010	8557	34959	inputPath225		
job338	1711	7	3360	1536	32512	inputPath226		
job339	1712	1	2414	13086	33959	inputPath227		
job340	1716	4	1090638	0	571095	inputPath228		
job341	1718	2	16231	0	4774	inputPath229		
job342	1718	0	1334348	0	1305366	inputPath230		
job343	1718	0	100153	0	96484	inputPath231		
job344	1719	1	43998	0	29416	inputPath232		
job345	1719	0	20769	52109	43088	inputPath233		
job346	1720	1	222508	3299972	239252	inputPath234		
job347	1721	1	242589	0	218919	inputPath235		
job348	1721	0	37909	0	2420	inputPath236		
job349	1724	3	0	0	32512	inputPath237		
job350	1730	6	0	0	32512	inputPath238		
job351	1730	0	0	0	32512	inputPath239		
job352	1730	0	0	0	32512	inputPath240		
job353	1730	0	0	0	32512	inputPath241		
job354	1730	0	23660	34743	10189	inputPath242		
job355	1731	1	232191177	348668627	1833937	inputPath243		
job356	1733	2	480	0	127	inputPath244		
job357	1736	3	302	0	382	inputPath245		
job358	1737	1	302	0	382	inputPath246		
job359	1744	7	0	0	32512	inputPath247		
job360	1746	2	960	1536	32512	inputPath248		
job361	1760	14	0	0	32512	inputPath249		
job362	1767	7	302	0	382	inputPath250		
job363	1769	2	1136745	0	49136	inputPath7		
job364	1769	0	843808	0	739790796238	inputPath251		
job365	1770	1	302	0	382	inputPath252		
job366	1770	0	274018	0	14772	inputPath43		
job367	1772	2	2979	3680	33568	inputPath253		
job368	1772	0	302	0	382	inputPath254		
job369	1773	1	270085995	0	2674	inputPath255		
job370	1775	2	2346385361	634288	118128	inputPath254		
job371	1775	0	2985975	0	128878	inputPath44		
job372	1777	2	1981883601	1537542650	2800	inputPath77		
job373	1778	1	6890165	0	7368295	inputPath256		
job374	1779	1	302	0	382	inputPath257		
job375	1781	2	0	0	32512	inputPath258		
job376	1781	0	0	0	32512	inputPath259		
job377	1783	2	37374758	0	1645634	inputPath9		
job378	1783	0	0	0	32512	inputPath260		
job379	1784	1	571286	0	11457389	inputPath261		
job380	1784	0	0	0	32512	inputPath262		
job381	1785	1	0	0	32512	inputPath263		
job382	1786	1	0	0	32512	inputPath264		
job383	1789	3	56918	1096743	96265	inputPath265		
job384	1789	0	302	0	382	inputPath266		
job385	1790	1	0	0	32512	inputPath267		
job386	1795	5	573	487	579	inputPath268		
job387	1796	1	1033506199	0	249819574	inputPath78		
job388	1796	0	0	0	32512	inputPath269		
job389	1799	3	1275	6854	34273	inputPath270		
job390	1808	9	28947009378	7029	247	inputPath13		
job391	1810	2	335046412	86724918	31877	inputPath271		
job392	1811	1	0	0	32512	inputPath272		
job393	1811	0	1	49	0	inputPath21		
job394	1812	1	140	5353	33971	inputPath273		
job395	1818	6	124345	0	131217	inputPath274		
job396	1820	2	480	1536	32512	inputPath275		
job397	1821	1	855940020	0	900483458	inputPath276		
job398	1824	3	213351780	0	212204387	inputPath277		
job399	1827	3	10229	30571	37095	inputPath278		
job400	1828	1	1058736173	570840368	71486	inputPath78		
job401	1830	2	0	0	32512	inputPath279		
job402	1831	1	1984211081	1928075926	90380	inputPath77		
job403	1833	2	0	0	32512	inputPath280		
job404	1834	1	4338518467	3490018850	114989	inputPath79		
job405	1839	5	0	0	32512	inputPath281		
job406	1846	7	0	0	32512	inputPath282		
job407	1847	1	431446	0	563690	inputPath283		
job408	1848	1	678444	0	887090	inputPath284		
job409	1848	0	2700284	0	3626477	inputPath285		
job410	1849	1	1440	1536	32512	inputPath286		
job411	1849	0	869474	0	1162543	inputPath287		
job412	1850	1	821933	0	1096691	inputPath288		
job413	1852	2	0	0	32512	inputPath289		
job414	1852	0	0	0	32512	inputPath290		
job415	1855	3	4233153	37	244	inputPath23		
job416	1857	2	25445481	66012776	466	inputPath291		
job417	1858	1	4231	3741	33297	inputPath292		
job418	1859	1	25445481	81546436	602	inputPath290		
job419	1860	1	0	0	32512	inputPath293		
job420	1865	5	10756	36284	37138	inputPath294		
job421	1867	2	1501761	2257187	1491304	inputPath295		
job422	1873	6	1309	0	2200	inputPath296		
job423	1879	6	0	0	32512	inputPath297		
job424	1882	3	0	0	32512	inputPath298		
job425	1885	3	302	0	382	inputPath299		
job426	1891	6	29843	29869	43301	inputPath300		
job427	1892	1	302	0	382	inputPath301		
job428	1893	1	4338518467	0	575526363	inputPath79		
job429	1895	2	25027450515	44803071814	222671801	inputPath302		
job430	1899	4	480	1536	32512	inputPath303		
job431	1900	1	6030	1915	56639889410	inputPath304		
job432	1904	4	0	0	32512	inputPath305		
job433	1905	1	2282	3960	33285	inputPath306		
job434	1906	1	302	0	382	inputPath307		
job435	1908	2	0	0	32512	inputPath308		
job436	1909	1	0	0	32512	inputPath309		
job437	1912	3	1	49	0	inputPath21		
job438	1913	1	302	0	382	inputPath310		
job439	1913	0	6104	10650	36416	inputPath311		
job440	1914	1	302	0	382	inputPath312		
job441	1914	0	302	0	382	inputPath313		
job442	1914	0	302	0	382	inputPath314		
job443	1915	1	89042046	0	89024280	inputPath315		
job444	1917	2	302	0	382	inputPath316		
job445	1918	1	139941	101132	253	inputPath317		
job446	1920	2	0	0	32512	inputPath318		
job447	1921	1	1025326557	0	221621058	inputPath78		
job448	1921	0	0	0	32512	inputPath319		
job449	1921	0	480	1536	32512	inputPath320		
job450	1922	1	1033501282	553852162	45332	inputPath78		
job451	1923	1	80420	46459	252	inputPath321		
job452	1928	5	0	0	32512	inputPath322		
job453	1928	0	0	0	32512	inputPath323		
job454	1929	1	0	0	32512	inputPath324		
job455	1930	1	0	0	32512	inputPath325		
job456	1931	1	0	0	32512	inputPath326		
job457	1932	1	302	0	382	inputPath327		
job458	1934	2	302	0	382	inputPath328		
job459	1935	1	302	0	382	inputPath329		
job460	1935	0	302	0	382	inputPath330		
job461	1935	0	0	0	32512	inputPath331		
job462	1936	1	302	0	382	inputPath332		
job463	1937	1	302	0	382	inputPath333		
job464	1939	2	960	1536	32512	inputPath334		
job465	1939	0	1073741824	0	1356275367	inputPath335		
job466	1939	0	0	0	32512	inputPath336		
job467	1940	1	302	0	382	inputPath337		
job468	1940	0	302	0	382	inputPath338		
job469	1941	1	302	0	382	inputPath339		
job470	1942	1	960	1536	32512	inputPath340		
job471	1943	1	0	0	32512	inputPath341		
job472	1945	2	28063	52131	50482	inputPath342		
job473	1945	0	302	0	382	inputPath343		
job474	1945	0	302	0	382	inputPath344		
job475	1946	1	1073741824	0	2022960717	inputPath345		
job476	1946	0	0	0	32512	inputPath346		
job477	1947	1	302	0	382	inputPath347		
job478	1949	2	302	0	382	inputPath348		
job479	1949	0	302	0	382	inputPath349		
job480	1949	0	28054272	9408491	7817156	inputPath350		
job481	1949	0	2391	2607	1519	inputPath351		
job482	1951	2	302	0	382	inputPath352		
job483	1951	0	0	0	32512	inputPath353		
job484	1953	2	0	0	32512	inputPath354		
job485	1953	0	131408	0	1113065	inputPath355		
job486	1954	1	563178157	0	857651125	inputPath356		
job487	1954	0	302	0	382	inputPath357		
job488	1954	0	302	0	382	inputPath358		
job489	1954	0	0	0	32512	inputPath359		
job490	1954	0	302	0	382	inputPath360		
job491	1956	2	480	1536	32512	inputPath361		
job492	1956	0	1734	5191	34099	inputPath362		
job493	1957	1	448	2215	33230	inputPath363		
job494	1959	2	302	0	382	inputPath364		
job495	1959	0	302	0	382	inputPath365		
job496	1959	0	333820	5523415	415054	inputPath366		
job497	1963	4	0	0	32512	inputPath367		
job498	1966	3	5939	13852	34809	inputPath368		
job499	1967	1	118319	0	1469071	inputPath369		
job500	1969	2	22896	3653	407	inputPath370		
job501	1980	11	5283428	3240745	4772264	inputPath371		
job502	1981	1	157412	24195	471	inputPath372		
job503	1990	9	960	1536	32512	inputPath373		
job504	1995	5	8807	76408	37960	inputPath374		
job505	1999	4	17632	21051	38326	inputPath375		
job506	2001	2	28947009378	7029	246	inputPath13		
job507	2002	1	0	0	32512	inputPath376		
job508	2008	6	0	0	32512	inputPath377		
job509	2008	0	24183	41837	45737	inputPath378		
job510	2009	1	5091	31832	35403	inputPath379		
job511	2010	1	3512	7005	34082	inputPath380		
job512	2010	0	180	1536	32512	inputPath381		
job513	2011	1	3360	1536	32512	inputPath382		
job514	2013	2	0	0	32512	inputPath383		
job515	2019	6	0	0	32512	inputPath384		
job516	2023	4	0	0	32512	inputPath385		
job517	2024	1	0	0	32512	inputPath386		
job518	2025	1	0	0	32512	inputPath387		
job519	2025	0	0	0	32512	inputPath388		
job520	2026	1	4338518467	0	502679392	inputPath79		
job521	2027	1	0	0	32512	inputPath389		
job522	2029	2	0	0	32512	inputPath390		
job523	2031	2	0	0	32512	inputPath391		
job524	2033	2	0	0	32512	inputPath392		
job525	2034	1	0	0	32512	inputPath393		
job526	2035	1	0	0	32512	inputPath394		
job527	2036	1	0	0	32512	inputPath395		
job528	2038	2	0	0	32512	inputPath396		
job529	2038	0	0	0	32512	inputPath397		
job530	2038	0	0	0	32512	inputPath398		
job531	2039	1	0	0	32512	inputPath399		
job532	2045	6	0	0	32512	inputPath400		
job533	2046	1	0	0	32512	inputPath401		
job534	2048	2	0	0	32512	inputPath402		
job535	2050	2	0	0	32512	inputPath403		
job536	2050	0	6029	7997	35114	inputPath404		
job537	2056	6	497	0	0	inputPath34		
job538	2058	2	72757	265452	99342	inputPath405		
job539	2060	2	0	0	32512	inputPath406		
job540	2060	0	1	29	0	inputPath21		
job541	2067	7	28025	0	3870	inputPath407		
job542	2070	3	2435248	0	156201	inputPath408		
job543	2071	1	781156	0	48729	inputPath409		
job544	2074	3	33156745237	35844241488	23559	inputPath410		
job545	2077	3	2880	1536	32512	inputPath411		
job546	2080	3	366483	624029	938	inputPath412		
job547	2080	0	18660	28547	1126	inputPath413		
job548	2081	1	260	1924	32892	inputPath414		
job549	2081	0	752445	1152983	1170	inputPath415		
job550	2082	1	682763	1026874	1224	inputPath416		
job551	2083	1	4300	6121	33764	inputPath417		
job552	2083	0	480	1536	32512	inputPath418		
job553	2087	4	2953253	4705403	4002	inputPath419		
job554	2090	3	0	0	32512	inputPath420		
job555	2090	0	1440	1536	32512	inputPath421		
job556	2091	1	1292	6302	34039	inputPath422		
job557	2094	3	1710	0	11976	inputPath423		
job558	2096	2	1908	2662	33761	inputPath424		
job559	2096	0	0	0	32512	inputPath425		
job560	2097	1	0	0	32512	inputPath426		
job561	2101	4	217652352804	278416313966	157834	inputPath427		
job562	2104	3	2785	2487	32910	inputPath428		
job563	2105	1	2961320173	10216188264	248357	inputPath429		
job564	2106	1	20680	179004	49786	inputPath430		
job565	2109	3	748399230	1370177271	206803930	inputPath431		
job566	2110	1	45324	129699	71281	inputPath432		
job567	2111	1	2015941	0	75018	inputPath43		
job568	2112	1	67212433879	17842408434	2398075034	inputPath433		
job569	2114	2	4233153	33	244	inputPath23		
job570	2115	1	53353	0	3769	inputPath7		
job571	2123	8	959039	0	36952	inputPath44		
job572	2124	1	3333	15220	34614	inputPath434		
job573	2128	4	159481743	0	6393671	inputPath9		
job574	2130	2	18815188	29466798	14792	inputPath435		
job575	2131	1	18815188	30757333	15409	inputPath434		
